2001,@ajoyvaldez2856,13 hours ago,Mapagpalang araw Ng linggo mga kapatid ❤❤ pagbati Mula sa lokal Ng Ambiong ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzoWSE4D-YD8eZoEW14AaABAg,UgzoWSE4D-YD8eZoEW14AaABAg,UCcJYRuhoAeAgOVzUzLgRdmg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2072,@Evym-u3k,21 hours ago,Happy everyday / full of energy / watching faithfully / #1 hopefully / 🥇🏆Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx6_MUhZv91wQh6coh4AaABAg,Ugx6_MUhZv91wQh6coh4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2073,@Evym-u3k,21 hours ago,Masayang /  Panonood po / Tangkilikin po / INCMV / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwdAQjrTGzLuh0L_Bt4AaABAg,UgwdAQjrTGzLuh0L_Bt4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2074,@Evym-u3k,21 hours ago,Laging nanonood / 💚🤍❤ / 🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw-iJqSeu-wsaRf-f94AaABAg,Ugw-iJqSeu-wsaRf-f94AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2075,@Evym-u3k,21 hours ago,❤😂😊 / Happy / Everyday po / 😂😊❤ / Watching always po / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwjVSRTDM865OgXE2N4AaABAg,UgwjVSRTDM865OgXE2N4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2076,@NancyMoyano-r7u,21 hours ago,"Watching from Baguio City, Benguet  / #good vibes❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgznYfua4h5PPeblt3F4AaABAg,UgznYfua4h5PPeblt3F4AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2077,@matetmansi6077,21 hours ago,❤benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzPdo5RBqgi-j6vW4Z4AaABAg,UgzPdo5RBqgi-j6vW4Z4AaABAg,UCRkiXBl9sHHZDAIXCVRwxww,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2078,@almazanrhyndylyn,21 hours ago,"""Fight Fight Fight"" - Benguet ❤❤❤ /  / Lokal ng Norcar  / Benguet Kadiwa",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyhtNr8hMV4SOsr3cp4AaABAg,UgyhtNr8hMV4SOsr3cp4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2079,@egymlee,21 hours ago,Happy viewing po / Masayang panonood po / Shout out po sa masisigla / at masisipag na mga maytungkulin❤❤❤ / Mula po sa Kapisanang Buklod / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyFr7hoaalMOHedkbR4AaABAg,UgyFr7hoaalMOHedkbR4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2080,@AdliselbAoad,21 hours ago,Good Night po Sa Matutulog na / Watch muna sa Hindi Makatulog / Magandang Gabi po mga Kapatid.... / Gising pa rin po ang Lokal ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyWJqTrP77aVs5-rAZ4AaABAg,UgyWJqTrP77aVs5-rAZ4AaABAg,UCDFkFpLctdryYbzB6sMOn3A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2081,@egymlee,21 hours ago,always supporting po / from our hearts / we say thank you for / all of you / lokal ng atok gold / ❤🇮🇹🌻,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy-9iN5NkeQopfpUyt4AaABAg,Ugy-9iN5NkeQopfpUyt4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2082,@almazanrhyndylyn,21 hours ago,Last view po bago matulog.  /  / Go Go Go Benguet ❤❤❤ /  / Lokal ng Norcar  / Benguet Kadiwa,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy1Zi525g6UtdrLT914AaABAg,Ugy1Zi525g6UtdrLT914AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2083,@egymlee,21 hours ago (edited),❤❤❤❤ / hello everyday / INCMV gives energy / 😊😊😊 / it makes us always happy / and no one will look like grumpy / 🤣😁😂 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwt2gkxyKqmBvFUHoZ4AaABAg,Ugwt2gkxyKqmBvFUHoZ4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2084,@egymlee,21 hours ago (edited),hello 😊everyday / INCMV gives energy😂 / it makes us always happy / and no one will look like grumpy / 🤣😁😂 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzKz34JK2zy_5UTt9R4AaABAg,UgzKz34JK2zy_5UTt9R4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2085,@egymlee,21 hours ago,hello everyone / always online / supporting our / God's Love / 💚🤍❤ / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw5pVBzEVs8pxuSMpR4AaABAg,Ugw5pVBzEVs8pxuSMpR4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2086,@egymlee,21 hours ago,💚🤍❤ / happy  / viewing po / 🇮🇹🇮🇹🇮🇹🇮🇹 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyVoF7_UifelEi4dgh4AaABAg,UgyVoF7_UifelEi4dgh4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2087,@egymlee,21 hours ago,🌻masayang panonood po / pakikiisa ay buong-puso / 🌸🌼panoorin palagi / tangkilikin parati / @@lokal ng atok gold##,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzq-do5cywMay8473t4AaABAg,Ugzq-do5cywMay8473t4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2088,@mayvehn,21 hours ago,😊It’s through His / L❤VE / That you are Now  / Who You Are😊 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxPmuxESAl3cWBF5_54AaABAg,UgxPmuxESAl3cWBF5_54AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2089,@mayvehn,21 hours ago,Masayang gabi po / 🎉INCMV😊 / Distrito.ng Benguet / TOP1 / ❤❤❤❤ / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxjrA9rE6lr5OFIyX14AaABAg,UgxjrA9rE6lr5OFIyX14AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2090,@Yana_Cax_3yyy,21 hours ago,"Before ang goodnight, Pagbati po mula sa kapisanang binhi lokal po ng megaroyale village!! Pati po sa kasamahan naming mga Binhi at Kadiwa District Officer!❤️‍🔥 GOOD NIGHT PO GO BENGUEEET!!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRVNs8m4UELtKgxPd4AaABAg,UgwRVNs8m4UELtKgxPd4AaABAg,UCdy8uW-rntsBTXOfRU0mC6A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2091,@mayvehn,21 hours ago,❤God’s Love / It’s His / Precious Gift / To Us❤ / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9Z6Qq_Dsz4CC68u54AaABAg,Ugw9Z6Qq_Dsz4CC68u54AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2092,@mayvehn,21 hours ago,"The world thinks your Lost, / But in His Love so Divine, / Our God Has  / Always your Back..” / ❤❤ / Lokal ng Atok Gold / 😊😊😊😊",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzFYW30sN3LP4rAQx54AaABAg,UgzFYW30sN3LP4rAQx54AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2093,@mayvehn,21 hours ago,But in His / Love / So Divine / INCMV / 😍 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy6KS7_N_2cW8z3s9F4AaABAg,Ugy6KS7_N_2cW8z3s9F4AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2094,@j-elfym,21 hours ago,Happy Saturday po😂 / ❤Salamat po sa inyo❤ / Napakaganda po…. / ❤❤❤❤❤ / 😊Lokal ng Atok Gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxZxiXtHYb_RA7ms9F4AaABAg,UgxZxiXtHYb_RA7ms9F4AaABAg,UCQSZMpTel4mf79JxQGEU3rg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2095,@j-elfym,21 hours ago,😊😊 / happy watching po / 🎉🎉🎉 / sumusuporta sa ating distrito / ❤❤❤ / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzXwaqOWfpbOvcg5fB4AaABAg,UgzXwaqOWfpbOvcg5fB4AaABAg,UCQSZMpTel4mf79JxQGEU3rg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2096,@j-elfym,21 hours ago,Good evening po / masayang panonood po / shout out po sa mga masisipag na /  mga maytungkulin❤❤❤ / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw-BoRxypTYxAA3U5F4AaABAg,Ugw-BoRxypTYxAA3U5F4AaABAg,UCQSZMpTel4mf79JxQGEU3rg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2097,@j-elfym,21 hours ago,🎉🎉 /  Benguet on the Top!!! / ❤❤❤. / INCMV / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwg9_jo9MiVO7oJ_Ql4AaABAg,Ugwg9_jo9MiVO7oJ_Ql4AaABAg,UCQSZMpTel4mf79JxQGEU3rg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2098,@iya-k7j,21 hours ago,❤❤❤You  / Go / On / With Courage” / 🏅lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzwk7xJNGT4R8tKR4R4AaABAg,Ugzwk7xJNGT4R8tKR4R4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2099,@iya-k7j,21 hours ago,😊Like a flower. / that grows.under  / the Shdadow / of a tree😊😊 / lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxmR5XbUYoe6ixh7yJ4AaABAg,UgxmR5XbUYoe6ixh7yJ4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2100,@iya-k7j,21 hours ago,❤God’s Love / It’s His / Precious Gift / To Us❤ / Lokal ng Atok Gold / ❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxPgCbIm_OFTjSzIaN4AaABAg,UgxPgCbIm_OFTjSzIaN4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2101,@iya-k7j,21 hours ago,Masayang gabi po / 🎉INCMV😊 / Distrito.ng Benguet / TOP1 / ❤❤❤❤ / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyX10M6CQYdfDiDT7t4AaABAg,UgyX10M6CQYdfDiDT7t4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2102,@iya-k7j,21 hours ago,❤God's  LOVE / His /        wondrous. /                 L❤VE / 😊😊🎉🎉🎉😊😊 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzoOtd2urr9y1aQXhZ4AaABAg,UgzoOtd2urr9y1aQXhZ4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2103,@iya-k7j,21 hours ago,"💚🤍❤""Let God /  / set you Free /  / and you'll find out /  / exactly where /  / you're meant to be"" /  / ❤lokal ng atok gold❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxz7hkoPDVt2mj1N_J4AaABAg,Ugxz7hkoPDVt2mj1N_J4AaABAg,UC_R2GfmFAjE8k8DgEjmtv7g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2104,@AuroraFlores-q8g,21 hours ago,God's love is BIGGER than the ocean 🎶🎶❤️ / -listening from Guisad✨,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxjrqR1dWqCYBXMGEJ4AaABAg,UgxjrqR1dWqCYBXMGEJ4AaABAg,UCZ2amji4eOMrNdSxLyzijPQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2105,@arlynsadsaddarnayla,21 hours ago,❤❤❤ Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx-c0ua2W02DCJCA2p4AaABAg,Ugx-c0ua2W02DCJCA2p4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2106,@NancyMoyano-r7u,21 hours ago,"God's Love 💖  / Baguio City, Benguet ❤❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwn_6Bbik0UhmbTBfN4AaABAg,Ugwn_6Bbik0UhmbTBfN4AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2107,@Lxzaaaaa,21 hours ago,Road 51k viewss🎉🎉 go Benguet!❤ /  / -Atok Gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyCvJve9NI-cg2fo9N4AaABAg,UgyCvJve9NI-cg2fo9N4AaABAg,UC-MTBqslPrXeabiRe4UpQxw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2108,@Evym-u3k,21 hours ago,Laging nanonood / 😊 / Mula po sa / Kapisanang Binhi / 🎉 / Lokal ng Atok Gold / ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugymt0xauMY82etOsTl4AaABAg,Ugymt0xauMY82etOsTl4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2109,@Evym-u3k,21 hours ago,Masayang  / Nanonood / Mula po  / Sa kapisanang binhi / ❤lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzJgE7SR-7Ro1iM_u54AaABAg,UgzJgE7SR-7Ro1iM_u54AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2110,@Evym-u3k,21 hours ago,🎉🎉🎉INCMV / God’s Love / Binhi po sa / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyAYe5xSHD_1sw6eOx4AaABAg,UgyAYe5xSHD_1sw6eOx4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2111,@Evym-u3k,21 hours ago,watching po / 🎉🎉🎉 / INCMV / Kapisanang binhi / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzJZhVIYOSBZpN1u0l4AaABAg,UgzJZhVIYOSBZpN1u0l4AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2112,@Evym-u3k,21 hours ago,🎉❤😊 / happy viewing po.. / mga kapatid / ❤❤❤ / mula po sa kapisanang binhi / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxbo4YZsb6hbY0ZOI54AaABAg,Ugxbo4YZsb6hbY0ZOI54AaABAg,UCNNZdfWg4Hutqdsq_H5oCHQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2113,@Lxzaaaaa,21 hours ago,"Let's go, Benguet!!❤ /  / Support po from lokal ng Atok Gold✨🌷",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy4VoCgNfQAlXjm6q14AaABAg,Ugy4VoCgNfQAlXjm6q14AaABAg,UC-MTBqslPrXeabiRe4UpQxw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2114,@joy-d3n4u,21 hours ago,Kami po ay bumabati / Huwag nating isantabi / INCMV panoorin palagi / Atin din din itong ibahagi…. / Mula po sa Kapisanang Buklod / Lokal ng Atok Gold❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyul-40xi7b-KiKFIx4AaABAg,Ugyul-40xi7b-KiKFIx4AaABAg,UCdSHn503pqXwdsqmLKce88g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2115,@joy-d3n4u,21 hours ago,Amin po kayong binabati / Kami’y laging nakangiti / INCMV panoorin palagi / Ating Distrito ating ipagmalaki / Mula po sa Kapisanang Buklod / Lokal ng Atok Gold❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzyHIiRjdBKmcpNNFF4AaABAg,UgzyHIiRjdBKmcpNNFF4AaABAg,UCdSHn503pqXwdsqmLKce88g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2116,@joy-d3n4u,21 hours ago,Tayo po ang inaasahan / Distrito'y ating suportahan / panonood ating pangunahan / Kahit saan man ang puntahan / ❤Lokal ng Atok Gold❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx2DW_zOAN5b0L4iEF4AaABAg,Ugx2DW_zOAN5b0L4iEF4AaABAg,UCdSHn503pqXwdsqmLKce88g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2117,@NancyMoyano-r7u,21 hours ago,"God's Love 💖  / Baguio City, Benguet ❤❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwjeBhZj-OaTfyjcz54AaABAg,UgwjeBhZj-OaTfyjcz54AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2118,@joy-d3n4u,21 hours ago,"Ang pagmamahal ng Panginoong Diyos ay mas malaki kaysa sa karagatan at mas maliwanag kaysa sa kalangitan"" / Happy viewing and listening po! / Lokal ng Atok Gold",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwL6o8dNpZKumluZgt4AaABAg,UgwL6o8dNpZKumluZgt4AaABAg,UCdSHn503pqXwdsqmLKce88g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2119,@joy-d3n4u,21 hours ago,magandang hapon po / masaya  / pong nakikiisa / patuloy / na nanonood / ❤lokal ng atok gold❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgweFCBtSKgvcNO5g3p4AaABAg,UgweFCBtSKgvcNO5g3p4AaABAg,UCdSHn503pqXwdsqmLKce88g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2120,@ManuelTabile-r4f,21 hours ago,Gud evening po sa lahat pagbati mula sa lokal Ng kias distrito Ng benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx5GRm2eFibi---CEx4AaABAg,Ugx5GRm2eFibi---CEx4AaABAg,UCylmb_Ks5cJ5UTdV_ysbMOA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2121,@NancyMoyano-r7u,21 hours ago,"God's Love 💖  / Baguio City, Benguet ❤❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyVfNo22BcErlM5DHF4AaABAg,UgyVfNo22BcErlM5DHF4AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2122,@egymlee,21 hours ago,Laging nanonood / Mula po sa / Kapisanang Binhi / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwGOGz1-vW9kgueC3R4AaABAg,UgwGOGz1-vW9kgueC3R4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2123,@egymlee,21 hours ago,Happy viewing po / Mga kapatid / Mula po sa kapisanang  / binhi ng / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxGWeCeRU-noc-pg4d4AaABAg,UgxGWeCeRU-noc-pg4d4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2124,@egymlee,21 hours ago,Masayang /  Panonood po / Tangkilikin po / INCMV / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxRrihnH9hcdkjhQwh4AaABAg,UgxRrihnH9hcdkjhQwh4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2125,@NancyMoyano-r7u,21 hours ago,"God's Love 💖  / Baguio City, Benguet ❤❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzDM8kXAQjZBS2QZUt4AaABAg,UgzDM8kXAQjZBS2QZUt4AaABAg,UCIZH5g0o-lHJidrq7pdjV5w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2126,@egymlee,21 hours ago,😊happy watching po / Laging nanonood / 💚🤍❤ / 🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx-OHKtsTPsDk7cwLt4AaABAg,Ugx-OHKtsTPsDk7cwLt4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2127,@egymlee,21 hours ago,Happy / Everyday po / 😂😊❤ / Watching always po / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyTwvY28Ygx8pIdA1R4AaABAg,UgyTwvY28Ygx8pIdA1R4AaABAg,UCQuTByWcigHh1sDG2ivw25A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2128,@almazanrhyndylyn,21 hours ago,Road to 51k views po. Patuloy pong susubaybay. /  / Lokal ng Norcar ❤❤❤❤ / Kapisanang Kadiwa ❤❤❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzeHLbNBTmkC9ZJFjl4AaABAg,UgzeHLbNBTmkC9ZJFjl4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2129,@almazanrhyndylyn,21 hours ago,Congratulations po for 50k views Benguet🎉🎉🎉🎉,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyN3Dr970ZD6W4GllR4AaABAg,UgyN3Dr970ZD6W4GllR4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2130,@almazanrhyndylyn,21 hours ago,Happy listening po muli mula sa Lokal ng Norcar ❤❤❤ /  / Sending Love and Support ❤❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwpHFaurMpsjoqFgoZ4AaABAg,UgwpHFaurMpsjoqFgoZ4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2131,@efrenbaglao1348,21 hours ago,"Lokal ng Irisan, Distrito ng Benguet ❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw8qmRT9D1h4PWxIv14AaABAg,Ugw8qmRT9D1h4PWxIv14AaABAg,UCGhs6JxwtU8u_QhIz-da1mg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2132,@PHEBIE-f7h,21 hours ago,Go Benguet!!! / Supporting all the way from AtokGold ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyxrUQBvkIiMCdBIEx4AaABAg,UgyxrUQBvkIiMCdBIEx4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2133,@ZaipheryUmi,22 hours ago,Happy viewing po. /  /  /  / ❤❤AtokGold❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyFw32fipBY0mg20_Z4AaABAg,UgyFw32fipBY0mg20_Z4AaABAg,UCnlJT5TsJtofdbG4iPWwvGQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2134,@ZaipheryUmi,22 hours ago,watching with my fam. /  /  / support from  / ❤AtokGold po.❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx3wygzSb6oG0l3r6N4AaABAg,Ugx3wygzSb6oG0l3r6N4AaABAg,UCnlJT5TsJtofdbG4iPWwvGQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2135,@PHEBIE-f7h,22 hours ago,On track for 51k views. / Let's go Benguet! /  /  /  / ❤ATOKGOLD BUKLOD❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzFk206ZVEAGt1wi9l4AaABAg,UgzFk206ZVEAGt1wi9l4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2136,@PHEBIE-f7h,22 hours ago,Re watching here to support our District. / Go Benguet! /  /  /  / ❤❤AtokGold Buklod❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwCrm6RvAONQgRqrFF4AaABAg,UgwCrm6RvAONQgRqrFF4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2137,@jeanietugad4595,22 hours ago,"Gooo Benguet,, fight to the Top,, happy watching to all,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx3YXCoJI28l8Gaiqx4AaABAg,Ugx3YXCoJI28l8Gaiqx4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2138,@mayvehn,22 hours ago,😊It’s through His / L❤VE / That you are Now  / Who You Are😊 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzjnE0FEHQ2TxTPqfR4AaABAg,UgzjnE0FEHQ2TxTPqfR4AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
